"filename", "language", "YAML", "JSON", "Swift", "HTML", "XML", "C++", "Markdown", "Dart", "Gradle", "Java Properties", "Java", "comment", "blank", "total"
"c:\flutter\graduation project\takaful\lib\features\my_request\presentation\view\widget\my_request_process.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 5, 66
"c:\flutter\graduation project\takaful\lib\features\notification\data\model\notification_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 3, 27
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\cubit\get_user_and_notification\get_user_and_notification_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 5, 42
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\cubit\get_user_and_notification\get_user_and_notification_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 7, 22
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\cubit\notification_cubit\notification_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\cubit\notification_cubit\notification_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 6, 20
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\views\helper\custom_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 2, 33
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\views\notifcation_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 6, 78
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\views\widget\notification_component.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 5, 5, 158
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\views\widget\notification_component_old.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 3, 100
"c:\flutter\graduation project\takaful\lib\features\notification\presentation\views\widget\type_of_notification_component.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 4, 96
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\delete_account\delete_account_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 21, 5, 55
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\delete_account\delete_account_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 5, 15
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\get_user_details\get_user_details_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 7, 59
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\get_user_details\get_user_details_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 10, 35
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\update_user_data\update_user_data_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\cubit\update_user_data\update_user_data_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\manage_profile_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 18, 10, 208
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\profile_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 15, 4, 159
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\profile_app_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 3, 69
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\profile_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 3, 41
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\add_image_profile_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 4, 46
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\change_password_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 3, 36
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\dialog_content.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 62
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\display_email.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\edit_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 3, 65
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\manage_profile_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 2, 41
"c:\flutter\graduation project\takaful\lib\features\profile\presentation\views\widget\widget_manage_profile\text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 1, 3, 55
"c:\flutter\graduation project\takaful\lib\features\save_doantion\data\save_donation_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 12
"c:\flutter\graduation project\takaful\lib\features\save_doantion\presentation\cubit\cubit\save_donation_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 40
"c:\flutter\graduation project\takaful\lib\features\save_doantion\presentation\cubit\cubit\save_donation_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 19
"c:\flutter\graduation project\takaful\lib\features\save_doantion\presentation\view\save_donation_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297, 21, 318
"c:\flutter\graduation project\takaful\lib\features\splash\presentation\views\splash_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 5, 64
"c:\flutter\graduation project\takaful\lib\firebase_options.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 12, 6, 86
"c:\flutter\graduation project\takaful\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 5, 90
"c:\flutter\graduation project\takaful\lib\notification_services.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 6, 81
"c:\flutter\graduation project\takaful\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 5, 24
"c:\flutter\graduation project\takaful\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 6, 16
"c:\flutter\graduation project\takaful\linux\main.cc", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\flutter\graduation project\takaful\linux\my_application.cc", "C++", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 11, 20, 105
"c:\flutter\graduation project\takaful\linux\my_application.h", "C++", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 5, 19
"c:\flutter\graduation project\takaful\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 35
"c:\flutter\graduation project\takaful\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\flutter\graduation project\takaful\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\flutter\graduation project\takaful\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 1, 344
"c:\flutter\graduation project\takaful\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\flutter\graduation project\takaful\macos\firebase_app_id_file.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\flutter\graduation project\takaful\pubspec.yaml", "YAML", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 7, 102
"c:\flutter\graduation project\takaful\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 10, 7, 31
"c:\flutter\graduation project\takaful\web\index.html", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 16, 6, 60
"c:\flutter\graduation project\takaful\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\flutter\graduation project\takaful\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 5, 39
"c:\flutter\graduation project\takaful\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 6, 16
"c:\flutter\graduation project\takaful\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 7, 16, 72
"c:\flutter\graduation project\takaful\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 9, 34
"c:\flutter\graduation project\takaful\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 10, 44
"c:\flutter\graduation project\takaful\windows\runner\resource.h", "C++", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 2, 17
"c:\flutter\graduation project\takaful\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 2, 10, 65
"c:\flutter\graduation project\takaful\windows\runner\utils.h", "C++", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 6, 6, 20
"c:\flutter\graduation project\takaful\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 24, 55, 289
"c:\flutter\graduation project\takaful\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 51, 301, 60, 38, 473, 569, 16, 8313, 80, 8, 4, 1185, 992, 12090
